habitat,veil-type,cap-color,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,ring-number,cap-surface,cap-shape,stalk-root,class
waste,partial,buff,smooth,smooth,white,white,two,scaly,knobbed,,edible
woods,partial,white,smooth,fibrous,white,white,one,scaly,convex,,edible
urban,partial,buff,smooth,fibrous,white,white,one,smooth,flat,bulbous,poisonous
grasses,partial,yellow,silky,silky,brown,pink,one,scaly,flat,bulbous,poisonous
paths,partial,red,silky,smooth,pink,pink,one,scaly,convex,,poisonous
woods,partial,red,silky,smooth,pink,pink,one,smooth,flat,,poisonous
woods,partial,red,smooth,smooth,white,pink,one,scaly,convex,,poisonous
paths,partial,brown,silky,silky,white,white,one,smooth,convex,,poisonous
paths,partial,brown,silky,smooth,white,white,one,scaly,flat,,poisonous
woods,partial,red,smooth,silky,pink,pink,one,scaly,flat,,poisonous
leaves,partial,brown,silky,smooth,pink,pink,one,scaly,knobbed,,poisonous
paths,partial,red,smooth,smooth,white,white,one,scaly,flat,,poisonous
leaves,partial,red,smooth,silky,pink,white,one,smooth,convex,,poisonous
paths,partial,brown,smooth,silky,pink,pink,one,scaly,flat,,poisonous
woods,partial,red,silky,silky,pink,white,one,scaly,flat,,poisonous
leaves,partial,red,smooth,smooth,white,pink,one,smooth,convex,,poisonous
leaves,partial,brown,silky,silky,pink,pink,one,smooth,convex,,poisonous
woods,partial,red,silky,smooth,pink,white,one,smooth,flat,,poisonous
leaves,partial,red,silky,silky,white,pink,one,smooth,flat,,poisonous
paths,partial,red,smooth,silky,pink,pink,one,scaly,flat,,poisonous
paths,partial,brown,smooth,silky,pink,pink,one,scaly,flat,,poisonous
paths,partial,brown,silky,smooth,pink,white,one,scaly,flat,,poisonous
woods,partial,red,silky,smooth,white,pink,one,scaly,convex,,poisonous
paths,partial,brown,smooth,silky,pink,pink,one,smooth,knobbed,,poisonous
leaves,partial,brown,smooth,smooth,white,white,one,smooth,convex,,poisonous
woods,partial,red,silky,silky,pink,white,one,smooth,flat,,poisonous
leaves,partial,red,silky,silky,white,white,one,scaly,flat,,poisonous
paths,partial,red,smooth,smooth,pink,pink,one,smooth,knobbed,,poisonous
woods,partial,red,silky,smooth,pink,pink,one,scaly,flat,,poisonous
paths,partial,brown,silky,silky,white,white,one,smooth,convex,,poisonous
woods,partial,red,silky,silky,white,white,one,smooth,flat,,poisonous
leaves,partial,brown,silky,silky,white,white,one,smooth,flat,,poisonous
woods,partial,red,silky,smooth,pink,pink,one,scaly,flat,,poisonous
leaves,partial,red,smooth,smooth,white,pink,one,smooth,flat,,poisonous
paths,partial,brown,silky,silky,white,white,one,smooth,flat,,poisonous
paths,partial,red,smooth,silky,white,pink,one,scaly,flat,,poisonous
leaves,partial,red,silky,silky,pink,white,one,smooth,convex,,poisonous
paths,partial,red,smooth,silky,white,white,one,smooth,flat,,poisonous
woods,partial,brown,silky,silky,white,white,one,smooth,convex,,poisonous
paths,partial,brown,smooth,silky,white,pink,one,scaly,flat,,poisonous
leaves,partial,red,silky,smooth,white,white,one,scaly,convex,,poisonous
leaves,partial,brown,silky,smooth,pink,white,one,scaly,flat,,poisonous
leaves,partial,brown,smooth,smooth,orange,orange,one,smooth,bell,,edible
woods,partial,brown,silky,silky,pink,pink,one,smooth,flat,,poisonous
leaves,partial,brown,smooth,smooth,orange,orange,one,smooth,convex,,edible
woods,partial,red,smooth,smooth,pink,pink,one,scaly,flat,,poisonous
leaves,partial,brown,silky,smooth,pink,white,one,scaly,flat,,poisonous
paths,partial,red,smooth,silky,white,pink,one,scaly,flat,,poisonous
leaves,partial,brown,silky,smooth,white,white,one,smooth,flat,,poisonous
leaves,partial,red,smooth,silky,white,white,one,scaly,convex,,poisonous
woods,partial,brown,smooth,smooth,pink,pink,one,smooth,convex,,poisonous
woods,partial,brown,smooth,silky,white,pink,one,smooth,flat,,poisonous
woods,partial,red,smooth,silky,white,white,one,scaly,flat,,poisonous
woods,partial,brown,silky,silky,white,white,one,smooth,flat,,poisonous
paths,partial,brown,smooth,silky,pink,white,one,smooth,flat,,poisonous
leaves,partial,brown,smooth,silky,white,white,one,smooth,flat,,poisonous
woods,partial,red,silky,smooth,white,pink,one,scaly,flat,,poisonous
leaves,partial,red,smooth,silky,pink,pink,one,smooth,flat,,poisonous
leaves,partial,red,smooth,silky,white,pink,one,scaly,convex,,poisonous
woods,partial,red,silky,smooth,white,pink,one,smooth,convex,,poisonous
woods,partial,red,smooth,smooth,pink,pink,one,smooth,flat,,poisonous
paths,partial,brown,silky,smooth,white,white,one,scaly,flat,,poisonous
woods,partial,red,silky,smooth,white,pink,one,scaly,convex,,poisonous
leaves,partial,red,smooth,smooth,white,pink,one,smooth,knobbed,,poisonous
leaves,partial,brown,silky,silky,white,pink,one,smooth,knobbed,,poisonous
woods,partial,brown,smooth,smooth,pink,white,one,scaly,flat,,poisonous
leaves,partial,red,smooth,smooth,pink,pink,one,smooth,convex,,poisonous
leaves,partial,red,silky,silky,white,pink,one,scaly,convex,,poisonous
paths,partial,red,smooth,smooth,white,pink,one,scaly,flat,,poisonous
leaves,partial,brown,smooth,smooth,pink,white,one,scaly,flat,,poisonous
paths,partial,red,smooth,silky,white,pink,one,smooth,flat,,poisonous
paths,partial,brown,smooth,silky,pink,white,one,smooth,convex,,poisonous
grasses,partial,white,silky,silky,white,white,two,fibrous,convex,,edible
paths,partial,brown,smooth,silky,white,pink,one,scaly,flat,,poisonous
woods,partial,brown,smooth,silky,pink,pink,one,smooth,convex,,poisonous
woods,partial,red,smooth,smooth,pink,white,one,smooth,convex,,poisonous
leaves,partial,brown,smooth,smooth,pink,white,one,smooth,flat,,poisonous
leaves,partial,brown,smooth,silky,pink,pink,one,smooth,flat,,poisonous
leaves,partial,red,silky,silky,white,pink,one,scaly,convex,,poisonous
woods,partial,red,silky,smooth,pink,pink,one,smooth,convex,,poisonous
leaves,partial,brown,smooth,silky,white,pink,one,smooth,flat,,poisonous
paths,partial,brown,silky,silky,pink,pink,one,smooth,knobbed,,poisonous
paths,partial,brown,silky,smooth,white,white,one,scaly,flat,,poisonous
leaves,partial,brown,silky,smooth,pink,pink,one,smooth,convex,,poisonous
leaves,partial,red,silky,smooth,pink,white,one,scaly,flat,,poisonous
woods,partial,red,silky,silky,pink,pink,one,smooth,convex,,poisonous
leaves,partial,brown,silky,silky,pink,white,one,smooth,flat,,poisonous
paths,partial,brown,smooth,smooth,pink,white,one,scaly,flat,,poisonous
leaves,partial,brown,silky,smooth,white,pink,one,scaly,knobbed,,poisonous
woods,partial,brown,silky,smooth,pink,pink,one,scaly,flat,,poisonous
woods,partial,brown,silky,smooth,white,pink,one,smooth,flat,,poisonous
leaves,partial,red,smooth,smooth,pink,white,one,smooth,convex,,poisonous
leaves,partial,brown,smooth,smooth,pink,pink,one,smooth,flat,,poisonous
woods,partial,brown,smooth,silky,pink,white,one,smooth,flat,,poisonous
leaves,partial,red,smooth,silky,pink,pink,one,smooth,flat,,poisonous
leaves,partial,brown,smooth,silky,white,pink,one,scaly,flat,,poisonous
woods,partial,brown,silky,silky,pink,pink,one,smooth,flat,,poisonous
leaves,partial,brown,smooth,silky,pink,pink,one,scaly,flat,,poisonous
leaves,partial,red,smooth,silky,pink,white,one,smooth,flat,,poisonous
leaves,partial,red,smooth,smooth,white,pink,one,smooth,flat,,poisonous
paths,partial,red,smooth,silky,white,white,one,scaly,convex,,poisonous
paths,partial,brown,smooth,silky,white,pink,one,smooth,flat,,poisonous
woods,partial,red,smooth,silky,white,pink,one,scaly,convex,,poisonous
leaves,partial,red,silky,smooth,white,white,one,scaly,flat,,poisonous
paths,partial,brown,smooth,silky,pink,white,one,smooth,convex,,poisonous
paths,partial,brown,smooth,smooth,white,white,one,scaly,flat,,poisonous
woods,partial,red,smooth,smooth,pink,pink,one,scaly,flat,,poisonous
leaves,partial,red,silky,smooth,pink,white,one,scaly,convex,,poisonous
woods,partial,brown,smooth,silky,white,white,one,scaly,flat,,poisonous
leaves,partial,brown,smooth,silky,pink,pink,one,scaly,flat,,poisonous
leaves,partial,red,smooth,silky,pink,pink,one,scaly,convex,,poisonous
leaves,partial,brown,silky,silky,pink,pink,one,scaly,flat,,poisonous
leaves,partial,brown,silky,smooth,pink,white,one,smooth,flat,,poisonous
paths,partial,brown,smooth,smooth,pink,pink,one,smooth,convex,,poisonous
paths,partial,red,silky,silky,white,pink,one,scaly,flat,,poisonous
leaves,partial,red,silky,silky,pink,white,one,scaly,convex,,poisonous
paths,partial,red,silky,silky,white,pink,one,smooth,convex,,poisonous
leaves,partial,red,smooth,smooth,white,white,one,smooth,flat,,poisonous
woods,partial,red,silky,smooth,pink,pink,one,scaly,flat,,poisonous
leaves,partial,red,smooth,silky,white,white,one,scaly,convex,,poisonous
leaves,partial,red,smooth,silky,pink,white,one,scaly,convex,,poisonous
leaves,partial,brown,smooth,smooth,white,pink,one,smooth,convex,,poisonous
leaves,partial,red,smooth,smooth,pink,pink,one,smooth,convex,,poisonous
paths,partial,red,silky,silky,pink,white,one,smooth,knobbed,,poisonous
paths,partial,cinnamon,smooth,smooth,white,white,two,smooth,convex,bulbous,edible
paths,partial,red,smooth,silky,white,pink,one,smooth,convex,,poisonous
woods,partial,brown,smooth,smooth,white,pink,one,smooth,flat,,poisonous
leaves,partial,brown,smooth,silky,pink,white,one,smooth,convex,,poisonous
paths,partial,brown,smooth,silky,pink,pink,one,scaly,flat,,poisonous
leaves,partial,red,smooth,silky,pink,white,one,scaly,flat,,poisonous
leaves,partial,red,smooth,smooth,white,white,one,smooth,flat,,poisonous
leaves,partial,red,silky,silky,pink,pink,one,scaly,convex,,poisonous
leaves,partial,red,silky,smooth,pink,white,one,smooth,convex,,poisonous
woods,partial,brown,silky,silky,white,pink,one,smooth,convex,,poisonous
woods,partial,red,silky,smooth,white,white,one,scaly,convex,,poisonous
paths,partial,red,silky,smooth,white,pink,one,smooth,flat,,poisonous
leaves,partial,brown,smooth,silky,white,white,one,smooth,flat,,poisonous
paths,partial,red,silky,smooth,white,white,one,scaly,flat,,poisonous
leaves,partial,red,silky,smooth,pink,pink,one,scaly,convex,,poisonous
paths,partial,red,smooth,smooth,white,white,one,smooth,knobbed,,poisonous
woods,partial,brown,smooth,smooth,white,white,one,scaly,flat,,poisonous
woods,partial,brown,smooth,silky,white,white,one,smooth,flat,,poisonous
paths,partial,red,silky,silky,white,pink,one,smooth,convex,,poisonous
leaves,partial,brown,smooth,smooth,white,pink,one,smooth,flat,,poisonous
paths,partial,red,silky,silky,white,pink,one,smooth,flat,,poisonous
leaves,partial,red,smooth,smooth,pink,white,one,scaly,flat,,poisonous
grasses,partial,white,smooth,smooth,white,white,two,fibrous,bell,,edible
leaves,partial,red,smooth,smooth,white,pink,one,scaly,convex,,poisonous
paths,partial,red,silky,silky,pink,pink,one,scaly,convex,,poisonous
leaves,partial,red,silky,smooth,white,white,one,scaly,flat,,poisonous
leaves,partial,red,smooth,silky,white,pink,one,scaly,flat,,poisonous
grasses,partial,white,silky,smooth,white,white,two,fibrous,knobbed,,edible
paths,partial,brown,silky,silky,pink,white,one,smooth,convex,,poisonous
paths,partial,brown,silky,smooth,pink,pink,one,smooth,flat,,poisonous
woods,partial,brown,smooth,smooth,pink,pink,one,smooth,convex,,poisonous
woods,partial,red,silky,silky,white,white,one,smooth,flat,,poisonous
paths,partial,brown,smooth,silky,white,pink,one,smooth,convex,,poisonous
paths,partial,brown,silky,silky,white,pink,one,smooth,convex,,poisonous
paths,partial,red,silky,silky,white,pink,one,smooth,convex,,poisonous
woods,partial,brown,smooth,smooth,white,pink,one,smooth,knobbed,,poisonous
woods,partial,red,smooth,smooth,white,white,one,scaly,convex,,poisonous
woods,partial,red,smooth,smooth,white,pink,one,smooth,convex,,poisonous
woods,partial,red,silky,silky,white,white,one,scaly,convex,,poisonous
woods,partial,red,smooth,smooth,white,white,one,smooth,convex,,poisonous
woods,partial,red,smooth,smooth,pink,pink,one,smooth,convex,,poisonous
leaves,partial,red,silky,silky,white,pink,one,smooth,convex,,poisonous
woods,partial,red,smooth,smooth,white,pink,one,smooth,convex,,poisonous
woods,partial,red,smooth,silky,white,white,one,scaly,flat,,poisonous
woods,partial,brown,smooth,smooth,pink,white,one,smooth,convex,,poisonous
woods,partial,brown,smooth,smooth,pink,white,one,smooth,flat,,poisonous
woods,partial,red,silky,silky,white,white,one,smooth,convex,,poisonous
paths,partial,red,smooth,silky,pink,white,one,smooth,flat,,poisonous
leaves,partial,brown,smooth,silky,white,pink,one,smooth,convex,,poisonous
woods,partial,red,smooth,smooth,pink,white,one,scaly,flat,,poisonous
leaves,partial,brown,silky,smooth,white,pink,one,smooth,convex,,poisonous
paths,partial,brown,silky,silky,pink,white,one,smooth,knobbed,,poisonous
leaves,partial,red,smooth,smooth,pink,pink,one,smooth,flat,,poisonous
leaves,partial,red,silky,smooth,pink,pink,one,smooth,flat,,poisonous
paths,partial,red,smooth,smooth,white,pink,one,scaly,flat,,poisonous
paths,partial,brown,smooth,silky,pink,pink,one,smooth,knobbed,,poisonous
leaves,partial,brown,silky,smooth,white,white,one,scaly,flat,,poisonous
paths,partial,red,smooth,smooth,white,white,one,smooth,flat,,poisonous
woods,partial,red,silky,smooth,white,white,one,scaly,convex,,poisonous
leaves,partial,red,smooth,smooth,pink,white,one,smooth,flat,,poisonous
leaves,partial,red,smooth,smooth,pink,pink,one,scaly,flat,,poisonous
woods,partial,brown,silky,silky,pink,white,one,smooth,flat,,poisonous
woods,partial,brown,silky,smooth,pink,white,one,smooth,flat,,poisonous
paths,partial,red,silky,silky,white,white,one,scaly,convex,,poisonous
leaves,partial,red,silky,silky,pink,pink,one,scaly,convex,,poisonous
paths,partial,red,silky,silky,white,pink,one,smooth,flat,,poisonous
woods,partial,red,silky,silky,white,white,one,scaly,knobbed,,poisonous
paths,partial,red,silky,silky,pink,white,one,scaly,flat,,poisonous
woods,partial,brown,smooth,silky,white,pink,one,scaly,knobbed,,poisonous
leaves,partial,red,silky,smooth,white,pink,one,smooth,convex,,poisonous
paths,partial,red,smooth,silky,white,pink,one,scaly,convex,,poisonous
leaves,partial,brown,smooth,silky,pink,white,one,smooth,convex,,poisonous
leaves,partial,brown,smooth,smooth,pink,pink,one,scaly,flat,,poisonous
paths,partial,red,silky,silky,pink,pink,one,smooth,convex,,poisonous
grasses,partial,gray,smooth,silky,white,white,two,smooth,bell,,edible
paths,partial,red,silky,silky,pink,pink,one,scaly,convex,,poisonous
woods,partial,red,silky,smooth,pink,white,one,smooth,convex,,poisonous
leaves,partial,red,smooth,smooth,pink,pink,one,scaly,flat,,poisonous
paths,partial,red,silky,smooth,white,pink,one,smooth,convex,,poisonous
woods,partial,red,smooth,silky,pink,white,one,scaly,flat,,poisonous
leaves,partial,red,silky,silky,white,pink,one,scaly,flat,,poisonous
woods,partial,brown,silky,silky,white,white,one,smooth,convex,,poisonous
paths,partial,brown,silky,smooth,white,pink,one,scaly,flat,,poisonous
grasses,partial,white,silky,smooth,white,white,two,smooth,knobbed,,edible
paths,partial,red,silky,silky,white,white,one,scaly,flat,,poisonous
paths,partial,red,smooth,smooth,white,pink,one,smooth,convex,,poisonous
leaves,partial,brown,silky,smooth,white,pink,one,scaly,flat,,poisonous
leaves,partial,brown,silky,silky,pink,white,one,scaly,flat,,poisonous
leaves,partial,red,silky,silky,white,pink,one,smooth,convex,,poisonous
woods,partial,red,silky,silky,white,white,one,scaly,flat,,poisonous
paths,partial,red,silky,silky,pink,white,one,scaly,flat,,poisonous
paths,partial,brown,smooth,silky,white,white,one,smooth,flat,,poisonous
paths,partial,red,smooth,silky,pink,white,one,scaly,convex,,poisonous
woods,partial,red,smooth,silky,pink,white,one,scaly,flat,,poisonous
grasses,partial,gray,silky,smooth,white,white,two,fibrous,bell,,edible
leaves,partial,red,smooth,silky,white,white,one,scaly,knobbed,,poisonous
leaves,partial,red,smooth,smooth,pink,white,one,scaly,convex,,poisonous
leaves,partial,red,smooth,silky,white,pink,one,smooth,knobbed,,poisonous
paths,partial,brown,smooth,silky,pink,pink,one,smooth,convex,,poisonous
grasses,partial,white,smooth,silky,white,white,two,smooth,knobbed,,edible
woods,partial,red,smooth,smooth,pink,pink,one,smooth,flat,,poisonous
paths,partial,brown,silky,smooth,pink,pink,one,smooth,convex,,poisonous
paths,partial,red,smooth,silky,white,white,one,smooth,knobbed,,poisonous
leaves,partial,brown,silky,silky,white,white,one,scaly,knobbed,,poisonous
paths,partial,red,silky,smooth,pink,pink,one,scaly,knobbed,,poisonous
woods,partial,red,silky,smooth,white,white,one,smooth,convex,,poisonous
paths,partial,red,smooth,silky,pink,pink,one,smooth,flat,,poisonous
paths,partial,red,silky,silky,pink,pink,one,scaly,flat,,poisonous
woods,partial,red,smooth,silky,pink,pink,one,scaly,convex,,poisonous
woods,partial,brown,smooth,smooth,pink,white,one,scaly,flat,,poisonous
woods,partial,red,smooth,smooth,pink,white,one,scaly,convex,,poisonous
leaves,partial,brown,smooth,smooth,white,pink,one,scaly,flat,,poisonous
leaves,partial,red,smooth,smooth,white,pink,one,scaly,convex,,poisonous
leaves,partial,brown,silky,silky,white,pink,one,scaly,knobbed,,poisonous
leaves,partial,red,smooth,silky,white,white,one,smooth,flat,,poisonous
paths,partial,brown,silky,smooth,pink,pink,one,smooth,convex,,poisonous
woods,partial,brown,silky,smooth,pink,pink,one,scaly,flat,,poisonous
woods,partial,red,smooth,silky,white,pink,one,smooth,flat,,poisonous
woods,partial,red,silky,silky,pink,white,one,smooth,convex,,poisonous
woods,partial,brown,smooth,silky,white,pink,one,smooth,flat,,poisonous
leaves,partial,brown,smooth,silky,pink,pink,one,scaly,flat,,poisonous
woods,partial,red,smooth,smooth,pink,pink,one,scaly,convex,,poisonous
woods,partial,red,smooth,silky,pink,pink,one,smooth,convex,,poisonous
leaves,partial,red,smooth,smooth,pink,pink,one,scaly,flat,,poisonous
leaves,partial,red,silky,smooth,pink,white,one,smooth,flat,,poisonous
woods,partial,red,silky,smooth,white,pink,one,scaly,flat,,poisonous
